scenario,treatment_var,panel,sample_group,period,treatment_group,n_couples
2019_only,treat_husb_shutdown_wife_not,history_future_year,All couples,2023,"Husband shutdown, wife not",39
2019_only,treat_husb_shutdown_wife_not,history_future_year,All couples,2023,All other couples,887
2019_only,treat_husb_shutdown_wife_not,history_future_year,All couples,2024,"Husband shutdown, wife not",19
2019_only,treat_husb_shutdown_wife_not,history_future_year,All couples,2024,All other couples,329
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2009,"Husband shutdown, wife not",8
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2009,All other couples,217
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2010,"Husband shutdown, wife not",22
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2010,All other couples,541
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2011,"Husband shutdown, wife not",26
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2011,All other couples,571
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2012,"Husband shutdown, wife not",26
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2012,All other couples,575
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2013,"Husband shutdown, wife not",25
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2013,All other couples,560
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2014,"Husband shutdown, wife not",23
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2014,All other couples,546
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2015,"Husband shutdown, wife not",31
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2015,All other couples,637
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2016,"Husband shutdown, wife not",33
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2016,All other couples,632
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2017,"Husband shutdown, wife not",31
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2017,All other couples,645
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2018,"Husband shutdown, wife not",32
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2018,All other couples,659
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2019,"Husband shutdown, wife not",35
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2019,All other couples,702
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2020,"Husband shutdown, wife not",11
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2020,All other couples,290
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2021,"Husband shutdown, wife not",21
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2021,All other couples,340
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2022,"Husband shutdown, wife not",18
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2022,All other couples,326
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2023,"Husband shutdown, wife not",14
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2023,All other couples,319
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2024,"Husband shutdown, wife not",8
2019_only,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2024,All other couples,118
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2009,"Husband shutdown, wife not",4
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2009,All other couples,102
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2010,"Husband shutdown, wife not",9
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2010,All other couples,254
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2011,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2011,All other couples,271
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2012,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2012,All other couples,270
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2013,"Husband shutdown, wife not",9
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2013,All other couples,258
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2014,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2014,All other couples,261
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2015,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2015,All other couples,274
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2016,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2016,All other couples,282
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2017,"Husband shutdown, wife not",8
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2017,All other couples,282
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2018,"Husband shutdown, wife not",9
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2018,All other couples,283
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2019,"Husband shutdown, wife not",10
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2019,All other couples,308
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2020,"Husband shutdown, wife not",6
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2020,All other couples,149
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2021,"Husband shutdown, wife not",4
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2021,All other couples,175
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2022,"Husband shutdown, wife not",4
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2022,All other couples,137
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2023,"Husband shutdown, wife not",3
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2023,All other couples,143
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2024,"Husband shutdown, wife not",2
2019_only,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2024,All other couples,68
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,2019,"Wife key (non-edu), husband not / edu",192
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,2019,All other couples,953
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,baseline,"Wife key (non-edu), husband not / edu",191
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,baseline,All other couples,953
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ca,"Wife key (non-edu), husband not / edu",187
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ca,All other couples,942
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cb,"Wife key (non-edu), husband not / edu",172
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cb,All other couples,890
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cc,"Wife key (non-edu), husband not / edu",172
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cc,All other couples,863
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cd,"Wife key (non-edu), husband not / edu",166
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cd,All other couples,843
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ce,"Wife key (non-edu), husband not / edu",164
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ce,All other couples,812
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cf,"Wife key (non-edu), husband not / edu",153
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cf,All other couples,774
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cg,"Wife key (non-edu), husband not / edu",148
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,cg,All other couples,756
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ch,"Wife key (non-edu), husband not / edu",148
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ch,All other couples,782
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ci,"Wife key (non-edu), husband not / edu",160
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,All couples,ci,All other couples,807
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,2019,"Wife key (non-edu), husband not / edu",61
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,2019,All other couples,356
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,baseline,"Wife key (non-edu), husband not / edu",61
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,baseline,All other couples,356
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ca,"Wife key (non-edu), husband not / edu",59
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ca,All other couples,353
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cb,"Wife key (non-edu), husband not / edu",53
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cb,All other couples,326
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cc,"Wife key (non-edu), husband not / edu",53
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cc,All other couples,308
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cd,"Wife key (non-edu), husband not / edu",51
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cd,All other couples,297
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ce,"Wife key (non-edu), husband not / edu",51
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ce,All other couples,293
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cf,"Wife key (non-edu), husband not / edu",48
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cf,All other couples,271
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cg,"Wife key (non-edu), husband not / edu",43
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,cg,All other couples,262
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ch,"Wife key (non-edu), husband not / edu",45
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ch,All other couples,273
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ci,"Wife key (non-edu), husband not / edu",47
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Young kids: 0-10,ci,All other couples,285
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,2019,"Wife key (non-edu), husband not / edu",24
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,2019,All other couples,174
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,baseline,"Wife key (non-edu), husband not / edu",24
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,baseline,All other couples,174
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ca,"Wife key (non-edu), husband not / edu",23
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ca,All other couples,172
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cb,"Wife key (non-edu), husband not / edu",21
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cb,All other couples,162
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cc,"Wife key (non-edu), husband not / edu",22
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cc,All other couples,160
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cd,"Wife key (non-edu), husband not / edu",20
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cd,All other couples,157
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ce,"Wife key (non-edu), husband not / edu",20
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ce,All other couples,147
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cf,"Wife key (non-edu), husband not / edu",15
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cf,All other couples,140
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cg,"Wife key (non-edu), husband not / edu",17
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,cg,All other couples,143
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ch,"Wife key (non-edu), husband not / edu",15
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ch,All other couples,146
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ci,"Wife key (non-edu), husband not / edu",21
combined,treat_wife_key_notedu_husb_not_or_edu,covid_wave,Older kids: 11-17,ci,All other couples,150
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2009,"Wife key (non-edu), husband not / edu",135
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2009,All other couples,648
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2010,"Wife key (non-edu), husband not / edu",361
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2010,All other couples,1628
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2011,"Wife key (non-edu), husband not / edu",378
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2011,All other couples,1719
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2012,"Wife key (non-edu), husband not / edu",383
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2012,All other couples,1720
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2013,"Wife key (non-edu), husband not / edu",381
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2013,All other couples,1694
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2014,"Wife key (non-edu), husband not / edu",375
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2014,All other couples,1696
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2015,"Wife key (non-edu), husband not / edu",419
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2015,All other couples,1864
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2016,"Wife key (non-edu), husband not / edu",439
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2016,All other couples,1906
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2017,"Wife key (non-edu), husband not / edu",424
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2017,All other couples,1873
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2018,"Wife key (non-edu), husband not / edu",451
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2018,All other couples,1995
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2019,"Wife key (non-edu), husband not / edu",348
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2019,All other couples,1569
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2020,"Wife key (non-edu), husband not / edu",205
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2020,All other couples,886
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2021,"Wife key (non-edu), husband not / edu",208
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2021,All other couples,1015
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2022,"Wife key (non-edu), husband not / edu",195
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2022,All other couples,959
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2023,"Wife key (non-edu), husband not / edu",202
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2023,All other couples,937
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2024,"Wife key (non-edu), husband not / edu",68
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,All couples,2024,All other couples,341
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2009,"Wife key (non-edu), husband not / edu",55
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2009,All other couples,248
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2010,"Wife key (non-edu), husband not / edu",132
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2010,All other couples,613
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2011,"Wife key (non-edu), husband not / edu",135
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2011,All other couples,654
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2012,"Wife key (non-edu), husband not / edu",138
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2012,All other couples,653
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2013,"Wife key (non-edu), husband not / edu",137
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2013,All other couples,643
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2014,"Wife key (non-edu), husband not / edu",132
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2014,All other couples,630
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2015,"Wife key (non-edu), husband not / edu",164
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2015,All other couples,740
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2016,"Wife key (non-edu), husband not / edu",163
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2016,All other couples,739
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2017,"Wife key (non-edu), husband not / edu",160
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2017,All other couples,735
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2018,"Wife key (non-edu), husband not / edu",173
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2018,All other couples,783
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2019,"Wife key (non-edu), husband not / edu",126
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2019,All other couples,611
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2020,"Wife key (non-edu), husband not / edu",69
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2020,All other couples,314
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2021,"Wife key (non-edu), husband not / edu",59
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2021,All other couples,375
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2022,"Wife key (non-edu), husband not / edu",70
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2022,All other couples,357
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2023,"Wife key (non-edu), husband not / edu",67
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2023,All other couples,349
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2024,"Wife key (non-edu), husband not / edu",21
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Young kids: 0-10,2024,All other couples,135
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2009,"Wife key (non-edu), husband not / edu",24
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2009,All other couples,123
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2010,"Wife key (non-edu), husband not / edu",52
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2010,All other couples,295
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2011,"Wife key (non-edu), husband not / edu",57
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2011,All other couples,313
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2012,"Wife key (non-edu), husband not / edu",60
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2012,All other couples,314
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2013,"Wife key (non-edu), husband not / edu",56
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2013,All other couples,299
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2014,"Wife key (non-edu), husband not / edu",57
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2014,All other couples,302
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2015,"Wife key (non-edu), husband not / edu",59
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2015,All other couples,316
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2016,"Wife key (non-edu), husband not / edu",58
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2016,All other couples,332
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2017,"Wife key (non-edu), husband not / edu",65
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2017,All other couples,317
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2018,"Wife key (non-edu), husband not / edu",61
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2018,All other couples,336
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2019,"Wife key (non-edu), husband not / edu",50
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2019,All other couples,268
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2020,"Wife key (non-edu), husband not / edu",25
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2020,All other couples,164
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2021,"Wife key (non-edu), husband not / edu",37
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2021,All other couples,174
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2022,"Wife key (non-edu), husband not / edu",18
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2022,All other couples,151
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2023,"Wife key (non-edu), husband not / edu",24
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2023,All other couples,148
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2024,"Wife key (non-edu), husband not / edu",5
combined,treat_wife_key_notedu_husb_not_or_edu,history_future_year,Older kids: 11-17,2024,All other couples,70
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,2019,"Husband shutdown, wife not",43
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,2019,All other couples,1102
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,baseline,"Husband shutdown, wife not",43
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,baseline,All other couples,1101
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ca,"Husband shutdown, wife not",43
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ca,All other couples,1086
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cb,"Husband shutdown, wife not",39
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cb,All other couples,1023
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cc,"Husband shutdown, wife not",34
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cc,All other couples,1001
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cd,"Husband shutdown, wife not",36
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cd,All other couples,973
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ce,"Husband shutdown, wife not",36
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ce,All other couples,940
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cf,"Husband shutdown, wife not",35
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cf,All other couples,892
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cg,"Husband shutdown, wife not",33
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,cg,All other couples,871
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ch,"Husband shutdown, wife not",34
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ch,All other couples,896
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ci,"Husband shutdown, wife not",34
combined,treat_husb_shutdown_wife_not,covid_wave,All couples,ci,All other couples,933
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,2019,"Husband shutdown, wife not",20
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,2019,All other couples,397
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,baseline,"Husband shutdown, wife not",20
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,baseline,All other couples,397
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ca,"Husband shutdown, wife not",20
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ca,All other couples,392
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cb,"Husband shutdown, wife not",18
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cb,All other couples,361
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cc,"Husband shutdown, wife not",14
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cc,All other couples,347
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cd,"Husband shutdown, wife not",15
